Collision sim Run start------------------
Initial Conditions
var,mass1,mass2,size1,size2,spring const,friction coeff,inertia1,inertia2
,2,3

Collision Chart

Var,pos1x,pos1y,pos2x,pos2y,vel1x,vel1y,vel2x,vel2y,acc1x,acc1y,acc2x,acc2y,force1x,force1y,force2x,force2y,theta1,theta2,omega1,omega2,alpha1,alpha20.1,0,-0.1,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,
0.001,0.099,0.0001,-0.099,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.003,0.005,3,5,0,0
0.002,0.098,0.0002,-0.098,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.006,0.01,3,5,0,0
0.003,0.097,0.0003,-0.097,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.009,0.015,3,5,0,0
0.004,0.096,0.0004,-0.096,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.012,0.02,3,5,0,0
0.005,0.095,0.0005,-0.095,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.015,0.025,3,5,0,0
0.006,0.094,0.0006,-0.094,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.018,0.03,3,5,0,0
0.007,0.093,0.0007,-0.093,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.021,0.035,3,5,0,0
0.008,0.092,0.0008,-0.092,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.024,0.04,3,5,0,0
0.009,0.091,0.0009,-0.091,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.027,0.045,3,5,0,0
0.01,0.09,0.001,-0.09,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.03,0.05,3,5,0,0
0.011,0.089,0.0011,-0.089,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.033,0.055,3,5,0,0
0.012,0.088,0.0012,-0.088,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.036,0.06,3,5,0,0
0.013,0.087,0.0013,-0.087,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.039,0.065,3,5,0,0
0.014,0.086,0.0014,-0.086,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.042,0.07,3,5,0,0
0.015,0.085,0.0015,-0.085,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.045,0.075,3,5,0,0
0.016,0.084,0.0016,-0.084,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.048,0.08,3,5,0,0
0.017,0.083,0.0017,-0.083,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.051,0.085,3,5,0,0
0.018,0.082,0.0018,-0.082,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.054,0.09,3,5,0,0
0.019,0.081,0.0019,-0.081,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.057,0.095,3,5,0,0
0.02,0.08,0.002,-0.08,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.06,0.1,3,5,0,0
0.021,0.079,0.0021,-0.079,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.063,0.105,3,5,0,0
0.022,0.078,0.0022,-0.078,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.066,0.11,3,5,0,0
0.023,0.077,0.0023,-0.077,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.069,0.115,3,5,0,0
0.024,0.076,0.0024,-0.076,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.072,0.12,3,5,0,0
0.025,0.075,0.0025,-0.075,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.075,0.125,3,5,0,0
0.026,0.074,0.0026,-0.074,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.078,0.13,3,5,0,0
0.027,0.073,0.0027,-0.073,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.081,0.135,3,5,0,0
0.028,0.072,0.0028,-0.072,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.084,0.14,3,5,0,0
0.029,0.071,0.0029,-0.071,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.087,0.145,3,5,0,0
0.03,0.07,0.003,-0.07,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.09,0.15,3,5,0,0
0.031,0.069,0.0031,-0.069,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.093,0.155,3,5,0,0
0.032,0.068,0.0032,-0.068,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.096,0.16,3,5,0,0
0.033,0.067,0.0033,-0.067,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.099,0.165,3,5,0,0
0.034,0.066,0.0034,-0.066,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.102,0.17,3,5,0,0
0.035,0.065,0.0035,-0.065,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.105,0.175,3,5,0,0
0.036,0.064,0.0036,-0.064,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.108,0.18,3,5,0,0
0.037,0.063,0.0037,-0.063,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.111,0.185,3,5,0,0
0.038,0.062,0.0038,-0.062,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.114,0.19,3,5,0,0
0.039,0.061,0.0039,-0.061,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.117,0.195,3,5,0,0
0.04,0.06,0.004,-0.06,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.12,0.2,3,5,0,0
0.041,0.059,0.0041,-0.059,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.123,0.205,3,5,0,0
0.042,0.058,0.0042,-0.058,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.126,0.21,3,5,0,0
0.043,0.057,0.0043,-0.057,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.129,0.215,3,5,0,0
0.044,0.056,0.0044,-0.056,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.132,0.22,3,5,0,0
0.045,0.055,0.0045,-0.055,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.135,0.225,3,5,0,0
0.046,0.054,0.0046,-0.054,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.138,0.23,3,5,0,0
0.047,0.053,0.0047,-0.053,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.141,0.235,3,5,0,0
0.048,0.052,0.0048,-0.052,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.144,0.24,3,5,0,0
0.049,0.051,0.0049,-0.051,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.147,0.245,3,5,0,0
0.05,0.05,0.005,-0.05,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.15,0.25,3,5,0,0
0.051,0.049,0.0051,-0.049,0,-1,0.1,1,0,0,0,0,0,0,0,0,0,0.153,0.255,3,5,0,0
0.052,0.048,0.00520243,-0.048,-1.61748e-006,-1,0.104852,1,-0.00323496,3.8268e-015,4.85245,-2.5512e-015,-3.23496,7.6536e-015,9.70489,-7.6536e-015,-9.70489,0.156002,0.260001,3.00458,5.00115,4.58129,1.14532
0.053,0.047,0.0053125,-0.047,-8.33391e-006,-1,0.115297,1,-0.0101979,-3.83721e-015,10.4444,2.55814e-015,-6.96293,-7.67442e-015,20.8888,7.67442e-015,-20.8888,0.159012,0.265003,3.01386,5.00346,9.27532,2.31883
0.054,0.046,0.00543606,-0.046,-2.40415e-005,-1,0.131826,1,-0.0212173,-6.16174e-015,16.5291,4.10783e-015,-11.0194,-1.23235e-014,33.0581,1.23235e-014,-33.0581,0.162032,0.270008,3.02763,5.00691,13.7684,3.4421
0.055,0.045,0.0055795,-0.045,-5.29982e-005,-1,0.155044,1,-0.0366962,3.27516e-015,23.2183,-2.18344e-015,-15.4789,6.55032e-015,46.4367,-6.55032e-015,-46.4367,0.165069,0.275017,3.04568,5.01142,18.0594,4.51485
0.056,0.044,0.00574988,-0.044,-9.99212e-005,-1,0.185725,1,-0.0571499,-1.04083e-014,30.6806,6.93889e-015,-20.4538,-2.08167e-014,61.3613,2.08167e-014,-61.3613,0.168126,0.280031,3.06783,5.01696,22.1471,5.53677
0.057,0.043,0.00595518,-0.043,-0.000170122,-1,0.224878,1,-0.083252,-1.07969e-014,39.1531,7.19795e-015,-26.102,-2.15938e-014,78.3061,2.15938e-014,-78.3061,0.171207,0.285052,3.09386,5.02347,26.03,6.50751
0.058,0.042,0.00620454,-0.042,-0.000269693,-1,0.273835,1,-0.11589,1.75138e-014,48.9573,-1.16758e-014,-32.6382,3.50275e-014,97.9145,-3.50275e-014,-97.9145,0.174315,0.290079,3.12357,5.03089,29.7067,7.42667
0.059,0.041,0.00650864,-0.041,-0.000405757,-1,0.334355,1,-0.156237,1.77913e-014,60.5198,-1.18609e-014,-40.3465,3.55826e-014,121.04,-3.55826e-014,-121.04,0.177455,0.295114,3.15674,5.03919,33.1749,8.29373
0.06,0.04,0.00688019,-0.04,-0.000586793,-1,0.408754,1,-0.205836,2.12053e-014,74.3988,-1.41368e-014,-49.5992,4.24105e-014,148.798,-4.24105e-014,-148.798,0.18063,0.300158,3.19318,5.04829,36.4323,9.10807
0.061,0.039,0.0073346,-0.039,-0.000823068,-1,0.500071,1,-0.266714,3.56104e-014,91.3176,-2.37403e-014,-60.8784,7.12208e-014,182.635,-7.12208e-014,-182.635,0.183843,0.305211,3.23265,5.05816,39.4754,9.86885
